,name,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
3276,SHANSHAN GUO,0.51,100.0,0.51,0.0,0.0,U,F,CHN,1996.0,174.8,60.8469387755102,2.0,0.2808891454965358,636.0,4.0,24.0,2.0,5.0,33.0
3278,SHAROBIDDIN ABZALOV,0.16666666666666666,18.0,0.16666666666666666,0.0,0.0,U,M,UZB,1998.0,192.0,80.46666666666667,11.0,0.5514893617021277,139.0,16.0,40.0,9.0,8.0,73.0
3282,SHELBY ROGERS,0.5404040404040404,129.0,0.5116279069767442,69.0,0.5942028985507246,R,F,USA,1992.0,175.0,93.91383382972168,8.0,0.5911629205640095,1458.0,6.0,51.0,7.0,9.0,64.0
3284,SHELLY BEREZNYAK,0.45121951219512196,57.0,0.42105263157894735,25.0,0.52,U,F,ISR,2000.0,170.0,60.36486486486486,0.0,0.19597812665373082,149.0,0.0,11.0,1.0,2.0,9.0
3286,SHENG HAO ZHOU,0.2727272727272727,11.0,0.2727272727272727,0.0,0.0,U,M,CHN,1996.0,183.66666666666663,79.6875,2.0,0.5557275541795665,80.0,4.0,49.0,12.0,3.0,70.0
3287,SHERAZAD REIX,0.4939759036144578,166.0,0.4939759036144578,0.0,0.0,L,F,FRA,1989.0,173.36363636363637,62.44018583042973,4.0,0.48102669729858194,1249.0,8.0,42.0,3.0,7.0,48.0
3288,SHIHO AKITA,0.5243243243243243,143.0,0.48951048951048953,42.0,0.6428571428571429,R,F,JPN,1990.0,163.83333333333334,61.26704545454545,2.0,0.5562225813899793,1269.0,12.0,53.0,2.0,6.0,41.0
3290,SHILIN XU,0.47752808988764045,161.0,0.484472049689441,17.0,0.4117647058823529,R,F,CHN,1998.0,174.8,65.6729917773561,4.0,0.47250416603544915,1199.0,7.0,44.0,4.0,7.0,51.0
3291,SHINJI HAZAWA,0.42857142857142855,14.0,0.42857142857142855,0.0,0.0,R,M,JPN,1999.0,176.28571428571428,93.85416666666666,9.0,0.6034816247582205,109.0,5.0,52.0,10.0,7.0,67.0
3292,SHINTARO IMAI,0.4166666666666667,44.0,0.4090909090909091,4.0,0.5,U,M,JPN,1993.0,176.28571428571428,90.075,12.0,0.5937217023845457,321.0,9.0,46.0,9.0,7.0,68.0
3293,SHINTARO MOCHIZUKI,0.4166666666666667,0.0,0.0,12.0,0.4166666666666667,R,M,JPN,2003.0,176.28571428571428,85.45714285714286,3.0,0.5281602002503129,104.0,13.0,40.0,10.0,5.0,65.0
3298,SHO SHIMABUKURO,0.5,17.0,0.5294117647058824,3.0,0.3333333333333333,U,M,JPN,1997.0,176.28571428571428,100.5,12.0,0.6155327342747111,147.0,8.0,50.0,11.0,6.0,70.0
3304,SHUAI PENG,0.5813953488372093,166.0,0.5903614457831325,6.0,0.3333333333333333,R,F,CHN,1986.0,173.0,89.80638888888888,4.0,0.5511923688394277,1393.0,4.0,47.0,6.0,8.0,60.0
3305,SHUAI ZHANG,0.5882352941176471,231.0,0.6060606060606061,58.0,0.5172413793103449,R,F,CHN,1989.0,177.0,87.28235294117647,5.0,0.568413021363174,2158.0,6.0,47.0,6.0,8.0,61.0
3306,SHUICHI SEKIGUCHI,0.4931506849315068,133.0,0.518796992481203,13.0,0.23076923076923078,R,M,JPN,1991.0,176.28571428571428,84.74793543543544,8.0,0.6055260361317747,950.0,5.0,51.0,13.0,7.0,69.0
3307,SHUKO AOYAMA,0.4235294117647059,85.0,0.4235294117647059,0.0,0.0,R,F,JPN,1988.0,163.83333333333334,75.78316326530611,0.0,0.44984848484848483,799.0,9.0,35.0,3.0,7.0,51.0
3308,SHUO FENG,0.42857142857142855,80.0,0.4375,4.0,0.25,U,F,CHN,1998.0,174.8,60.38194444444444,3.0,0.49896907216494846,684.0,5.0,40.0,2.0,5.0,33.0
3309,SHUYUE MA,0.4626865671641791,119.0,0.48739495798319327,15.0,0.26666666666666666,R,F,CHN,1999.0,174.8,63.35192652329749,5.0,0.5051295610787943,829.0,7.0,54.0,3.0,6.0,40.0
3312,SIDHARTH RAWAT,0.4835164835164835,83.0,0.46987951807228917,8.0,0.625,U,M,IND,1993.0,183.8,89.61194390715667,10.0,0.6129501049572098,564.0,4.0,52.0,8.0,8.0,68.0
3314,SIJIA WEI,0.3333333333333333,12.0,0.3333333333333333,0.0,0.0,U,F,CHN,2004.0,174.8,61.0,3.0,0.24600246002460024,72.0,7.0,32.0,4.0,6.0,44.0
3318,SILVIA SOLER ESPINOSA,0.4918918918918919,185.0,0.4918918918918919,0.0,0.0,R,F,ESP,1987.0,172.25,75.00637128828618,2.0,0.5228153892036982,1436.0,5.0,41.0,5.0,7.0,59.0
3319,SIMON CARR,0.14285714285714285,10.0,0.1,4.0,0.25,R,M,IRL,1999.0,185.6766904886429,93.66666666666666,6.0,0.5564516129032258,105.0,8.0,45.0,9.0,7.0,71.0
3320,SIMONA HALEP,0.7545787545787546,232.0,0.7456896551724138,41.0,0.8048780487804879,R,F,ROU,1991.0,168.0,88.79771047674251,4.0,0.5906830523006573,1808.0,6.0,48.0,4.0,7.0,58.0
3324,SIMONA WALTERT,0.6436170212765957,130.0,0.6538461538461539,58.0,0.6206896551724138,R,F,SUI,2000.0,171.33333333333334,62.1112618724559,1.0,0.6124714589402409,1574.0,13.0,48.0,3.0,6.0,40.0
3325,SIMONE BOLELLI,0.578125,128.0,0.578125,0.0,0.0,R,M,ITA,1985.0,183.0,99.68193193193193,4.0,0.6499946678042018,709.0,2.0,54.0,13.0,7.0,71.0
3327,SINA HERRMANN,0.5436893203883495,32.0,0.46875,71.0,0.5774647887323944,R,F,GER,2001.0,176.5,60.13829787234043,1.0,0.15469340785796482,376.0,6.0,9.0,1.0,4.0,28.0
3330,SINJA KRAUS,0.5652173913043478,50.0,0.54,65.0,0.5846153846153846,U,F,AUT,2002.0,165.0,60.04,0.0,0.24319705534376232,300.0,2.0,21.0,1.0,4.0,21.0
3332,SKANDER MANSOURI,0.4107142857142857,33.0,0.3939393939393939,23.0,0.43478260869565216,R,M,TUN,1995.0,185.0,94.98814229249012,16.0,0.6105757931844888,424.0,13.0,46.0,7.0,8.0,71.0
3333,SLOANE STEPHENS,0.5714285714285714,146.0,0.6164383561643836,43.0,0.4186046511627907,R,F,USA,1993.0,170.0,95.85956790123456,3.0,0.5696699645041915,1469.0,3.0,48.0,5.0,8.0,62.0
3338,SO RA LEE,0.5736434108527132,103.0,0.5533980582524272,26.0,0.6538461538461539,L,F,KOR,1994.0,172.13719297606002,60.17272727272727,0.0,0.1991637323943662,383.0,4.0,25.0,1.0,4.0,27.0
3343,SOFIA KENIN,0.6397306397306397,245.0,0.636734693877551,52.0,0.6538461538461539,R,F,USA,1998.0,170.0,85.3317511067388,4.0,0.5727252201399865,2201.0,8.0,45.0,9.0,8.0,59.0
3347,SOFIA MUNERA SANCHEZ,0.25,12.0,0.25,0.0,0.0,U,F,COL,1999.0,162.0,60.22222222222222,4.0,0.271356783919598,54.0,13.0,29.0,1.0,4.0,24.0
3351,SOFIA SHAPATAVA,0.4562043795620438,212.0,0.45754716981132076,62.0,0.45161290322580644,R,F,GEO,1989.0,171.0,63.123409395973155,4.0,0.5517349827025894,2475.0,5.0,46.0,3.0,5.0,41.0
3360,SOFYA LANSERE,0.48031496062992124,84.0,0.5119047619047619,43.0,0.4186046511627907,U,F,RUS,2000.0,165.3125,60.90909090909091,4.0,0.5817659039175752,1631.0,22.0,50.0,3.0,7.0,41.0
3361,SOFYA ZHUK,0.6369426751592356,157.0,0.6369426751592356,0.0,0.0,R,F,RUS,1999.0,165.3125,71.82228070175438,1.0,0.5572860723236663,1331.0,9.0,44.0,3.0,7.0,47.0
3363,SOHYUN PARK,0.6341463414634146,46.0,0.5869565217391305,77.0,0.6623376623376623,U,F,KOR,2002.0,172.13719297606002,60.42435897435898,6.0,0.5332986472424558,873.0,7.0,49.0,1.0,4.0,27.0
3371,SOON WOO KWON,0.6007751937984496,204.0,0.6127450980392157,54.0,0.5555555555555556,R,M,KOR,1998.0,180.0,102.21030378953961,10.0,0.6302418928910953,1648.0,7.0,53.0,13.0,7.0,68.0
3376,SOPHIA WHITTLE,0.5666666666666667,36.0,0.5833333333333334,24.0,0.5416666666666666,U,F,USA,1997.0,173.1818181818182,61.74547511312217,5.0,0.6379928315412187,576.0,4.0,50.0,3.0,5.0,44.0
3378,SOPHIE CHANG,0.4869109947643979,159.0,0.4968553459119497,32.0,0.4375,U,F,USA,1997.0,173.1818181818182,63.66118060127276,7.0,0.5566093657379965,1908.0,14.0,54.0,3.0,6.0,46.0
3384,SORA FUKUDA,0.38461538461538464,13.0,0.38461538461538464,0.0,0.0,L,M,JPN,1997.0,176.28571428571428,83.1875,4.0,0.5709342560553633,98.0,4.0,47.0,23.0,4.0,76.0
3385,SORANA CIRSTEA,0.5538461538461539,202.0,0.5396039603960396,58.0,0.603448275862069,R,F,ROU,1990.0,176.0,90.1374521072797,5.0,0.5458749734212205,2055.0,6.0,47.0,4.0,8.0,60.0
3387,SOWJANYA BAVISETTI,0.4214876033057851,109.0,0.42201834862385323,12.0,0.4166666666666667,L,F,IND,1993.0,172.13719297606002,60.05,1.0,0.15124234785740007,350.0,1.0,14.0,1.0,3.0,19.0
3391,STAN WAWRINKA,0.6620370370370371,180.0,0.6611111111111111,36.0,0.6666666666666666,R,M,SUI,1985.0,183.0,114.40549861097807,16.0,0.6679561573178594,1325.0,4.0,55.0,10.0,6.0,71.0
3393,STEFAN KOZLOV,0.5137614678899083,185.0,0.4918918918918919,33.0,0.6363636363636364,R,M,USA,1998.0,187.53125,94.99907345013477,7.0,0.5897848381258798,1549.0,10.0,48.0,9.0,7.0,67.0
3397,STEFANIA RUBINI,0.5490196078431373,166.0,0.5783132530120482,38.0,0.42105263157894735,U,F,ITA,1992.0,166.83333333333334,60.22826086956522,5.0,0.3494088140451451,828.0,3.0,26.0,2.0,5.0,35.0
3399,STEFANIE TAN,0.5483870967741935,62.0,0.5483870967741935,0.0,0.0,R,F,SIN,1992.0,172.13719297606002,64.91281512605042,1.0,0.5140891945861993,546.0,3.0,33.0,2.0,5.0,28.0
3400,STEFANIE VOEGELE,0.5078125,209.0,0.5167464114832536,47.0,0.46808510638297873,R,F,SUI,1990.0,170.0,83.99126984126984,7.0,0.5434544658493871,1953.0,5.0,47.0,5.0,8.0,58.0
3401,STEFANO NAPOLITANO,0.4959677419354839,223.0,0.5246636771300448,25.0,0.24,R,M,ITA,1995.0,185.7058823529412,96.1288130081301,11.0,0.6185149794840088,1664.0,5.0,51.0,13.0,7.0,70.0
3402,STEFANO TRAVAGLIA,0.5877862595419847,195.0,0.6205128205128205,67.0,0.4925373134328358,R,M,ITA,1991.0,185.0,103.58700096200096,18.0,0.6398011449231696,1622.0,7.0,51.0,9.0,6.0,69.0
3403,STEFANOS TSITSIPAS,0.6732394366197183,258.0,0.6472868217054264,97.0,0.7422680412371134,R,M,GRE,1998.0,193.0,106.21813230414082,14.0,0.6762835826380977,1714.0,5.0,54.0,9.0,5.0,70.0
3404,STEFFI CARRUTHERS,0.4838709677419355,62.0,0.4838709677419355,0.0,0.0,R,F,SAM,1993.0,172.13719297606002,62.342708333333334,2.0,0.46331556232546334,584.0,16.0,37.0,1.0,3.0,15.0
3407,STEPHANE ROBERT,0.45454545454545453,182.0,0.46153846153846156,5.0,0.2,R,M,FRA,1980.0,185.0,84.98039215686275,12.0,0.6009487103468723,1365.0,10.0,47.0,12.0,7.0,68.0
3411,STEPHANIE MARIEL PETIT,0.631578947368421,76.0,0.631578947368421,0.0,0.0,R,F,ARG,1996.0,170.0,60.09375,5.0,0.47091033538672145,96.0,2.0,21.0,2.0,5.0,32.0
3412,STEPHANIE NEMTSOVA,0.41509433962264153,53.0,0.41509433962264153,0.0,0.0,R,F,USA,1998.0,173.1818181818182,59.75806451612903,0.0,0.08224993366940833,217.0,9.0,9.0,1.0,2.0,21.0
3413,STEPHANIE VOGT,0.32,25.0,0.32,0.0,0.0,R,F,LIE,1990.0,172.13719297606002,79.87132352941177,4.0,0.46672661870503596,223.0,4.0,36.0,3.0,7.0,51.0
3414,STEPHANIE WAGNER,0.5703703703703704,100.0,0.57,35.0,0.5714285714285714,R,F,GER,1994.0,176.5,64.25235109717869,1.0,0.616060225846926,1457.0,9.0,52.0,2.0,6.0,44.0
3415,STEVE DARCIS,0.6335403726708074,157.0,0.6369426751592356,4.0,0.5,R,M,BEL,1984.0,178.0,94.83433034230642,9.0,0.6338797814207651,1007.0,4.0,52.0,12.0,6.0,69.0
3416,STEVE JOHNSON,0.5330739299610895,205.0,0.5219512195121951,52.0,0.5769230769230769,R,M,USA,1990.0,188.0,102.65404501216545,17.0,0.655869640816732,1442.0,7.0,53.0,14.0,6.0,73.0
3417,STEVEN DE WAARD,0.3448275862068966,29.0,0.3448275862068966,0.0,0.0,R,M,AUS,1991.0,187.07692307692307,74.72631578947369,9.0,0.606076479832373,194.0,9.0,49.0,7.0,8.0,71.0
3418,STEVEN DIEZ,0.4883720930232558,198.0,0.5050505050505051,60.0,0.43333333333333335,R,M,CAN,1991.0,188.57142857142856,95.07341269841271,4.0,0.5905135642381846,1907.0,6.0,49.0,12.0,7.0,67.0
3419,STORM SANDERS,0.5431034482758621,67.0,0.5074626865671642,49.0,0.5918367346938775,L,F,AUS,1994.0,170.85714285714286,73.78241988619347,5.0,0.5395124249205041,853.0,5.0,46.0,5.0,8.0,57.0
3420,STRONG KIRCHHEIMER,0.40384615384615385,37.0,0.40540540540540543,15.0,0.4,U,M,USA,1995.0,187.53125,106.08294930875576,13.0,0.6355117139334155,333.0,6.0,52.0,15.0,8.0,73.0
3421,SU JEONG JANG,0.575187969924812,234.0,0.5555555555555556,32.0,0.71875,R,F,KOR,1995.0,172.13719297606002,69.91971773960321,2.0,0.5163121292697893,2182.0,8.0,41.0,3.0,7.0,47.0
3422,SU WEI HSIEH,0.5418326693227091,218.0,0.5688073394495413,33.0,0.36363636363636365,R,F,TPE,1986.0,169.0,93.59683503836317,2.0,0.5607481981466651,2171.0,7.0,47.0,6.0,8.0,62.0
3426,SUMIT NAGAL,0.5353535353535354,141.0,0.5673758865248227,57.0,0.45614035087719296,R,M,IND,1997.0,183.8,96.78640278917145,3.0,0.5850681981335247,1470.0,6.0,49.0,8.0,7.0,65.0
3427,SUNAM JEONG,0.652542372881356,118.0,0.652542372881356,0.0,0.0,U,F,KOR,1996.0,172.13719297606002,62.325783972125436,0.0,0.5613804633389061,908.0,2.0,43.0,2.0,5.0,33.0
3428,SUNG HEE HAN,0.5555555555555556,54.0,0.5555555555555556,0.0,0.0,R,F,KOR,1991.0,172.13719297606002,60.66666666666667,0.0,0.19204655674102813,216.0,4.0,12.0,1.0,4.0,28.0
3431,SURAJ R PRABODH,0.15384615384615385,12.0,0.16666666666666666,1.0,0.0,R,M,IND,1995.0,183.8,90.3409090909091,5.0,0.5322164948453608,98.0,5.0,44.0,18.0,8.0,75.0
3432,SUSAN BANDECCHI,0.5809128630705395,169.0,0.5502958579881657,72.0,0.6527777777777778,U,F,SUI,1998.0,171.33333333333334,61.51403818953324,2.0,0.5882775979863358,2645.0,9.0,46.0,2.0,5.0,37.0
3434,SUSANNE CELIK,0.5945945945945946,104.0,0.5865384615384616,7.0,0.7142857142857143,R,F,SWE,1994.0,173.5,62.17979797979798,2.0,0.30580382396198663,514.0,3.0,19.0,2.0,5.0,32.0
3437,SUZY LARKIN,0.47560975609756095,82.0,0.47560975609756095,0.0,0.0,R,F,GBR,1992.0,177.71428571428572,60.3953488372093,1.0,0.3277676950998185,688.0,7.0,26.0,1.0,2.0,19.0
3440,SVETLANA KUZNETSOVA,0.5894736842105263,162.0,0.6172839506172839,28.0,0.42857142857142855,R,F,RUS,1985.0,174.0,102.59924450549451,6.0,0.5768311236687677,1528.0,7.0,45.0,5.0,8.0,62.0
3442,SVIATLANA PIRAZHENKA,0.5306122448979592,145.0,0.5310344827586206,2.0,0.5,R,F,BLR,1992.0,177.25,60.887402452619845,2.0,0.5738351254480287,936.0,7.0,35.0,2.0,3.0,21.0
3443,SYBILLE GAUVAIN,0.5,16.0,0.5,0.0,0.0,U,F,FRA,1994.0,173.36363636363637,59.75,0.0,0.13099415204678364,72.0,6.0,13.0,1.0,3.0,11.0
3447,SZYMON WALKOW,0.3888888888888889,16.0,0.375,2.0,0.5,R,M,POL,1995.0,191.14285714285717,84.56493506493507,8.0,0.625,102.0,9.0,48.0,18.0,10.0,74.0
3448,TADEJA MAJERIC,0.6111111111111112,54.0,0.6111111111111112,0.0,0.0,R,F,SLO,1990.0,173.33333333333334,61.14285714285714,1.0,0.15225057042107445,189.0,4.0,16.0,2.0,5.0,31.0
3449,TAHA BAADI,0.23076923076923078,10.0,0.2,3.0,0.3333333333333333,U,M,CAN,2001.0,188.57142857142856,97.78333333333333,8.0,0.5881763527054108,103.0,6.0,48.0,19.0,11.0,76.0
3451,TAK KHUNN WANG,0.5567010309278351,86.0,0.5465116279069767,11.0,0.6363636363636364,R,M,FRA,1991.0,186.96153846153845,100.88910422049958,7.0,0.6124909222948438,666.0,6.0,52.0,12.0,7.0,68.0
3452,TAKANYI GARANGANGA,0.4189189189189189,74.0,0.4189189189189189,0.0,0.0,R,M,ZIM,1990.0,185.6766904886429,96.98724681170293,11.0,0.607163489312536,479.0,12.0,44.0,13.0,8.0,72.0
3453,TAKUTO NIKI,0.4375,62.0,0.43548387096774194,2.0,0.5,U,M,JPN,1987.0,176.28571428571428,89.11309523809524,12.0,0.622875516766192,403.0,5.0,50.0,11.0,7.0,69.0
3454,TALLON GRIEKSPOOR,0.5783783783783784,110.0,0.5181818181818182,75.0,0.6666666666666666,R,M,NED,1996.0,190.25,99.44086987778576,10.0,0.6296013335185442,1227.0,6.0,51.0,11.0,7.0,70.0
3456,TAMACHAN MOMKOONTHOD,0.4155844155844156,76.0,0.40789473684210525,1.0,1.0,U,F,THA,1997.0,172.13719297606002,59.53125,5.0,0.13770844540075308,0.0,1.0,11.0,2.0,3.0,23.0
3462,TAMARA KORPATSCH,0.5597014925373134,242.0,0.5867768595041323,26.0,0.3076923076923077,R,F,GER,1995.0,176.5,74.90022598870056,2.0,0.5152622097678142,2609.0,10.0,47.0,4.0,7.0,52.0
3466,TAMARA ZIDANSEK,0.6610169491525424,237.0,0.6919831223628692,58.0,0.5344827586206896,R,F,SLO,1997.0,168.0,78.37525641025641,2.0,0.5174209224627935,2563.0,6.0,42.0,4.0,8.0,52.0
3469,TAMIRA PASZEK,0.5849056603773585,65.0,0.5846153846153846,41.0,0.5853658536585366,R,F,AUT,1991.0,165.0,71.97104105571847,5.0,0.5315469904963042,880.0,7.0,45.0,3.0,6.0,36.0
3470,TAMMI PATTERSON,0.4375,80.0,0.4375,0.0,0.0,R,F,AUS,1990.0,170.85714285714286,62.48888888888889,4.0,0.3092979127134725,398.0,5.0,31.0,4.0,6.0,47.0
3475,TARA MOORE,0.4577114427860697,174.0,0.47126436781609193,27.0,0.37037037037037035,R,F,GBR,1992.0,177.71428571428572,67.94904268049461,4.0,0.5847769744918838,1940.0,16.0,50.0,4.0,8.0,49.0
3476,TARA WURTH,0.726027397260274,0.0,0.0,73.0,0.726027397260274,U,F,CRO,2002.0,180.0,61.07075471698113,4.0,0.562573929500828,499.0,7.0,42.0,1.0,5.0,28.0
3477,TARO DANIEL,0.5474006116207951,251.0,0.5378486055776892,76.0,0.5789473684210527,R,M,JPN,1993.0,176.28571428571428,103.03250037747245,6.0,0.6091351553725196,2291.0,6.0,50.0,12.0,6.0,69.0
3480,TATJANA MARIA,0.50187265917603,249.0,0.5100401606425703,18.0,0.3888888888888889,R,F,GER,1987.0,176.5,80.15029177421165,9.0,0.5477313566936208,1937.0,6.0,46.0,4.0,8.0,61.0
3482,TATSUMA ITO,0.5186567164179104,241.0,0.5435684647302904,27.0,0.2962962962962963,R,M,JPN,1988.0,180.0,98.09871172829179,9.0,0.6202982302254786,1677.0,7.0,50.0,14.0,7.0,70.0
3486,TAYLOR FRITZ,0.569620253164557,259.0,0.5907335907335908,57.0,0.47368421052631576,R,M,USA,1997.0,193.0,97.68856209150327,19.0,0.6527562270314414,1794.0,5.0,51.0,13.0,7.0,73.0
3488,TAYLOR TOWNSEND,0.6381909547738693,189.0,0.6507936507936508,10.0,0.4,L,F,USA,1996.0,173.1818181818182,76.23490813648294,5.0,0.5458277254374159,1475.0,4.0,44.0,4.0,7.0,55.0
3492,TELIANA PEREIRA,0.4701492537313433,128.0,0.46875,6.0,0.5,R,F,BRA,1988.0,172.13719297606002,70.26022803487592,1.0,0.5367688335017402,1052.0,5.0,37.0,4.0,7.0,49.0
3493,TEMUR ISMAILOV,0.36363636363636365,22.0,0.36363636363636365,0.0,0.0,R,M,UZB,1995.0,192.0,86.79464285714286,17.0,0.6091718001368925,138.0,7.0,46.0,13.0,9.0,74.0
3494,TENA LUKAS,0.5138339920948617,212.0,0.5613207547169812,41.0,0.2682926829268293,U,F,CRO,1995.0,180.0,63.658880550343966,4.0,0.5017336656192437,2022.0,9.0,47.0,3.0,6.0,43.0
3495,TENNYS SANDGREN,0.5269230769230769,211.0,0.5592417061611374,49.0,0.3877551020408163,R,M,USA,1991.0,188.0,102.0130556050086,16.0,0.638764101028252,1592.0,5.0,50.0,9.0,6.0,71.0
3501,TEREZA MARTINCOVA,0.5509554140127388,233.0,0.5236051502145923,81.0,0.6296296296296297,R,F,CZE,1994.0,175.78571428571428,84.08240068872217,3.0,0.5512199457801875,2480.0,5.0,43.0,5.0,9.0,60.0
3502,TEREZA MIHALIKOVA,0.5407725321888412,203.0,0.5714285714285714,30.0,0.3333333333333333,R,F,SVK,1998.0,172.5,60.05607476635514,2.0,0.14695967037083282,749.0,4.0,15.0,2.0,4.0,29.0
3503,TEREZA MRDEZA,0.5591397849462365,210.0,0.5619047619047619,69.0,0.5507246376811594,R,F,CRO,1990.0,180.0,68.05784865540963,0.0,0.47674977310341143,2028.0,9.0,37.0,2.0,7.0,49.0
3505,TEREZA SMITKOVA,0.5778688524590164,199.0,0.5577889447236181,45.0,0.6666666666666666,R,F,CZE,1994.0,175.78571428571428,70.0794945947807,12.0,0.5896763840599091,1787.0,8.0,51.0,3.0,7.0,49.0
3506,TESS SUGNAUX,0.5192307692307693,201.0,0.5422885572139303,59.0,0.4406779661016949,R,F,SUI,1995.0,171.33333333333334,60.168,3.0,0.17932139699381078,1004.0,2.0,16.0,2.0,4.0,28.0
3507,TESSAH ANDRIANJAFITRIMO,0.5659722222222222,221.0,0.5701357466063348,67.0,0.5522388059701493,R,F,FRA,1998.0,173.36363636363637,62.91462576687117,0.0,0.5989757631071899,2714.0,5.0,50.0,3.0,7.0,46.0
3508,TEYMURAZ GABASHVILI,0.4357976653696498,193.0,0.46632124352331605,64.0,0.34375,R,M,RUS,1985.0,188.0,94.2693657635468,9.0,0.6089354962040526,1752.0,11.0,47.0,13.0,7.0,69.0
3510,THAI SON KWIATKOWSKI,0.5167785234899329,106.0,0.5377358490566038,43.0,0.46511627906976744,R,M,USA,1995.0,187.53125,100.88537157287158,15.0,0.6267264573991032,916.0,7.0,49.0,13.0,8.0,71.0
3511,THANASI KOKKINAKIS,0.5982905982905983,83.0,0.6024096385542169,34.0,0.5882352941176471,R,M,AUS,1996.0,187.07692307692307,103.76200607902736,20.0,0.6705352913311227,562.0,7.0,51.0,12.0,7.0,71.0
3512,THEIVIYA SELVARAJOO,0.38095238095238093,21.0,0.38095238095238093,0.0,0.0,U,F,MAS,1994.0,172.13719297606002,71.65865384615384,1.0,0.4827838827838828,139.0,10.0,44.0,2.0,8.0,25.0
3514,THIAGO AGUSTIN TIRANTE,0.6037735849056604,4.0,0.25,49.0,0.6326530612244898,R,M,ARG,2001.0,184.5,99.24479166666666,6.0,0.6279901017321968,309.0,4.0,52.0,5.0,6.0,66.0
3515,THIAGO MONTEIRO,0.5597826086956522,294.0,0.564625850340136,74.0,0.5405405405405406,L,M,BRA,1994.0,183.0,108.3164928682728,9.0,0.6442283808239594,2294.0,5.0,52.0,11.0,6.0,70.0
3516,THIAGO SEYBOTH WILD,0.47058823529411764,74.0,0.5135135135135135,62.0,0.41935483870967744,R,M,BRA,2000.0,184.53846153846155,104.64149305555556,10.0,0.62073544433095,885.0,7.0,51.0,8.0,7.0,69.0
3517,THIEMO DE BAKKER,0.42718446601941745,103.0,0.42718446601941745,0.0,0.0,R,M,NED,1988.0,193.0,96.13000770416025,15.0,0.6261935483870967,677.0,4.0,49.0,11.0,7.0,72.0
3519,THOMAS FABBIANO,0.5017301038062284,252.0,0.5238095238095238,37.0,0.35135135135135137,R,M,ITA,1989.0,185.7058823529412,98.42849616858237,4.0,0.6098646306618577,2099.0,5.0,51.0,14.0,7.0,69.0
3520,THOMAS FANCUTT,0.425531914893617,43.0,0.46511627906976744,4.0,0.0,R,M,AUS,1995.0,187.07692307692307,84.73611111111111,20.0,0.6277394175923147,278.0,11.0,47.0,10.0,6.0,72.0
3521,THOMAZ BELLUCCI,0.48878923766816146,190.0,0.5,33.0,0.42424242424242425,L,M,BRA,1988.0,188.0,102.69857556735876,9.0,0.6077714842560449,1520.0,8.0,51.0,8.0,7.0,68.0
3522,TI CHEN,0.33783783783783783,74.0,0.33783783783783783,0.0,0.0,R,M,TPE,1983.0,183.0,92.25551020408163,5.0,0.580812101910828,525.0,4.0,46.0,18.0,7.0,70.0
3523,TIAGO CACAO,0.3181818181818182,10.0,0.3,12.0,0.3333333333333333,R,M,POR,1998.0,179.8,102.31428571428572,3.0,0.5614406779661016,160.0,6.0,47.0,7.0,6.0,66.0
3524,TIAGO LOPES,0.5384615384615384,13.0,0.5384615384615384,0.0,0.0,R,M,BRA,1987.0,184.53846153846155,88.17857142857143,6.0,0.6116279069767442,95.0,10.0,48.0,7.0,15.0,68.0
3529,TIM PUETZ,0.56,74.0,0.5675675675675675,1.0,0.0,R,M,GER,1988.0,187.44,96.73051948051949,18.0,0.6472497745716862,426.0,10.0,52.0,12.0,9.0,70.0
3530,TIM SMYCZEK,0.5247524752475248,202.0,0.5247524752475248,0.0,0.0,R,M,USA,1988.0,175.0,89.45980738993711,11.0,0.6235767368923434,1325.0,5.0,51.0,10.0,7.0,70.0
3531,TIM VAN RIJTHOVEN,0.5454545454545454,71.0,0.5070422535211268,39.0,0.6153846153846154,R,M,NED,1997.0,190.25,96.17,18.0,0.6641028874038583,593.0,6.0,53.0,9.0,7.0,73.0
3532,TIMEA BABOS,0.484251968503937,215.0,0.5162790697674419,39.0,0.3076923076923077,R,F,HUN,1993.0,179.0,94.33261962390617,10.0,0.5885428131190843,1879.0,8.0,46.0,8.0,8.0,66.0
3533,TIMEA BACSINSZKY,0.5579710144927537,138.0,0.5579710144927537,0.0,0.0,R,F,SUI,1989.0,171.33333333333334,94.05918671492442,3.0,0.5395281456953642,1057.0,5.0,44.0,3.0,7.0,57.0
3535,TIMOFEY SKATOV,0.5555555555555556,5.0,0.2,31.0,0.6129032258064516,R,M,RUS,2001.0,187.26666666666668,113.5625,1.0,0.5786558345642541,307.0,4.0,52.0,10.0,9.0,69.0
3536,TIMUR KHABIBULIN,0.3269230769230769,50.0,0.34,2.0,0.0,R,M,KAZ,1995.0,188.4,78.59831932773109,11.0,0.5803571428571429,403.0,15.0,44.0,13.0,8.0,71.0
3542,TOBIAS KAMKE,0.5241379310344828,233.0,0.5364806866952789,57.0,0.47368421052631576,R,M,GER,1986.0,180.0,88.24566170861938,4.0,0.6103513142508515,1861.0,8.0,51.0,12.0,7.0,69.0
