,name,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
812,CONNY PERRIN,0.5592705167173252,254.0,0.5708661417322834,75.0,0.52,R,F,SUI,1990.0,171.33333333333334,66.91791604197901,6.0,0.5381433627563856,2073.0,7.0,44.0,3.0,7.0,50.0
814,CONSTANT LESTIENNE,0.515748031496063,205.0,0.5365853658536586,49.0,0.42857142857142855,R,M,FRA,1992.0,186.96153846153845,92.61527958791038,10.0,0.6068984247691472,1789.0,8.0,49.0,10.0,6.0,67.0
817,CORENTIN DENOLLY,0.38235294117647056,53.0,0.39622641509433965,15.0,0.3333333333333333,L,M,FRA,1997.0,186.96153846153845,84.19871794871796,9.0,0.5888588651008106,515.0,7.0,47.0,12.0,7.0,72.0
818,CORENTIN MOUTET,0.5515695067264574,172.0,0.5581395348837209,51.0,0.5294117647058824,L,M,FRA,1999.0,178.0,104.61272357723578,4.0,0.5897142168093573,1720.0,7.0,49.0,7.0,6.0,66.0
819,CORI GAUFF,0.6548672566371682,48.0,0.625,65.0,0.676923076923077,R,F,USA,2004.0,175.0,87.51524601524602,9.0,0.5995095508518328,814.0,13.0,46.0,6.0,8.0,63.0
822,CORNELIA LISTER,0.51,96.0,0.5104166666666666,4.0,0.5,U,F,SWE,1994.0,173.5,68.56282513005202,9.0,0.5239520958083832,700.0,4.0,36.0,3.0,5.0,38.0
825,CRISTIAN GARIN,0.5851851851851851,214.0,0.5841121495327103,56.0,0.5892857142857143,R,M,CHI,1996.0,185.0,102.25994575045209,9.0,0.6218594192980741,1934.0,7.0,51.0,10.0,7.0,68.0
826,CRISTIAN RODRIGUEZ,0.5068493150684932,64.0,0.5,9.0,0.5555555555555556,R,M,COL,1990.0,188.0,92.89752252252252,9.0,0.6395824805566926,414.0,6.0,53.0,7.0,8.0,69.0
827,CRISTIANA FERRANDO,0.5478260869565217,176.0,0.5397727272727273,54.0,0.5740740740740741,R,F,ITA,1995.0,166.83333333333334,61.17384004884005,1.0,0.493167701863354,1465.0,7.0,46.0,3.0,6.0,40.0
829,CRISTINA ANDREEA MITU,0.59,96.0,0.59375,4.0,0.5,R,F,ROU,1991.0,173.71428571428572,63.4398511781728,3.0,0.5681757299758907,754.0,12.0,42.0,3.0,5.0,34.0
830,CRISTINA BUCSA,0.5864978902953587,168.0,0.6130952380952381,69.0,0.5217391304347826,U,F,MDA,1998.0,172.13719297606002,64.65717222140655,2.0,0.5132456523094184,2056.0,6.0,40.0,3.0,6.0,45.0
831,CRISTINA DINU,0.6297709923664122,191.0,0.5654450261780105,71.0,0.8028169014084507,R,F,ROU,1993.0,173.71428571428572,61.45473289597001,4.0,0.6523785789444537,3338.0,7.0,54.0,2.0,5.0,36.0
834,CSILLA ARGYELAN,0.3548387096774194,62.0,0.3548387096774194,0.0,0.0,R,F,HUN,1991.0,175.5,59.85,0.0,0.07990411506192568,280.0,0.0,6.0,1.0,2.0,14.0
839,DABIN KIM,0.5034013605442177,141.0,0.5177304964539007,6.0,0.16666666666666666,R,F,KOR,1997.0,172.13719297606002,60.49315068493151,0.0,0.12643129770992367,731.0,4.0,8.0,2.0,5.0,33.0
845,DALIBOR SVRCINA,0.631578947368421,1.0,0.0,18.0,0.6666666666666666,R,M,CZE,2003.0,190.375,93.43452380952381,3.0,0.5632096896290689,155.0,13.0,42.0,6.0,8.0,61.0
846,DALILA JAKUPOVIC,0.5236486486486487,257.0,0.5330739299610895,39.0,0.46153846153846156,R,F,SLO,1991.0,173.33333333333334,73.3501944635095,3.0,0.5021012327231976,2265.0,6.0,42.0,4.0,7.0,54.0
848,DALILA SPITERI,0.547085201793722,153.0,0.49019607843137253,70.0,0.6714285714285714,U,F,ITA,1997.0,166.83333333333334,60.65841584158416,1.0,0.22694580015412277,1108.0,4.0,18.0,2.0,3.0,24.0
849,DALMA GALFI,0.5563636363636364,221.0,0.5384615384615384,54.0,0.6296296296296297,U,F,HUN,1998.0,175.5,66.45909675345548,5.0,0.5847115772488907,2322.0,5.0,50.0,3.0,7.0,49.0
851,DAMIR DZUMHUR,0.5454545454545454,256.0,0.5546875,74.0,0.5135135135135135,R,M,BIH,1992.0,172.0,96.75999999999999,5.0,0.6021867806642551,2406.0,5.0,50.0,9.0,7.0,66.0
852,DAMON GOOCH,0.5,16.0,0.5,0.0,0.0,R,M,RSA,1986.0,198.0,87.625,7.0,0.5906593406593407,123.0,11.0,44.0,9.0,8.0,67.0
853,DAN ADDED,0.25,10.0,0.3,6.0,0.16666666666666666,U,M,FRA,1999.0,186.96153846153845,83.54166666666666,10.0,0.5629820051413882,126.0,5.0,41.0,11.0,6.0,71.0
857,DANE PROPOGGIA,0.5,12.0,0.5,0.0,0.0,R,M,AUS,1990.0,187.07692307692307,69.08333333333333,11.0,0.5710526315789474,74.0,12.0,44.0,18.0,10.0,70.0
858,DANE SWEENY,0.5,4.0,0.5,12.0,0.5,R,M,AUS,2001.0,187.07692307692307,92.3125,4.0,0.5857142857142857,134.0,12.0,48.0,13.0,8.0,69.0
859,DANIEL ALTMAIER,0.588957055214724,68.0,0.5294117647058824,95.0,0.631578947368421,R,M,GER,1998.0,187.44,99.39692164179104,13.0,0.6327586206896552,965.0,5.0,50.0,7.0,6.0,69.0
860,DANIEL BRANDS,0.5220125786163522,159.0,0.5220125786163522,0.0,0.0,R,M,GER,1987.0,196.0,87.18381420418515,17.0,0.659280722686211,893.0,6.0,49.0,14.0,7.0,74.0
861,DANIEL COX,0.5217391304347826,23.0,0.5217391304347826,0.0,0.0,R,M,GBR,1990.0,170.0,82.35606060606061,14.0,0.6226650062266501,137.0,12.0,52.0,12.0,7.0,70.0
862,DANIEL DUTRA DA SILVA,0.4418604651162791,43.0,0.4418604651162791,0.0,0.0,L,M,BRA,1988.0,175.0,91.68421052631578,9.0,0.5869797225186766,309.0,8.0,48.0,7.0,6.0,67.0
863,DANIEL ELAHI GALAN,0.5472312703583062,216.0,0.5277777777777778,91.0,0.5934065934065934,R,M,COL,1996.0,191.0,94.78759849263446,11.0,0.6246558308908429,2019.0,4.0,51.0,7.0,7.0,68.0
864,DANIEL EVANS,0.6296296296296297,207.0,0.6521739130434783,63.0,0.5555555555555556,R,M,GBR,1990.0,175.0,109.98176470588234,9.0,0.6427267486548809,1703.0,5.0,52.0,13.0,6.0,69.0
865,DANIEL GIMENO TRAVER,0.4895833333333333,191.0,0.49214659685863876,1.0,0.0,R,M,ESP,1985.0,185.0,94.00119409465914,5.0,0.5838201582489093,1476.0,10.0,47.0,5.0,7.0,66.0
866,DANIEL MASUR,0.50390625,198.0,0.5,58.0,0.5172413793103449,R,M,GER,1994.0,187.44,93.25361655374473,11.0,0.6229994700582936,1731.0,8.0,47.0,12.0,7.0,69.0
867,DANIEL MICHALSKI,0.5238095238095238,9.0,0.5555555555555556,12.0,0.5,U,M,POL,2000.0,191.14285714285717,87.45454545454545,3.0,0.5763582966226138,153.0,6.0,48.0,9.0,8.0,66.0
868,DANIEL MORA,0.18181818181818182,11.0,0.18181818181818182,0.0,0.0,U,M,COL,1996.0,188.0,83.05555555555556,2.0,0.48326055312954874,89.0,14.0,42.0,6.0,8.0,62.0
869,DANIEL MUNOZ DE LA NAVA,0.4157303370786517,89.0,0.4157303370786517,0.0,0.0,L,M,ESP,1982.0,182.65217391304347,98.97765072765073,8.0,0.5971563981042654,633.0,9.0,48.0,12.0,7.0,70.0
870,DANIEL NGUYEN,0.46226415094339623,106.0,0.46226415094339623,0.0,0.0,U,M,USA,1990.0,187.53125,95.94539921231652,7.0,0.5769637661994181,814.0,10.0,46.0,10.0,9.0,66.0
871,DANIEL NOLAN,0.47058823529411764,17.0,0.47058823529411764,0.0,0.0,U,M,AUS,1997.0,187.07692307692307,82.36111111111111,3.0,0.5987432675044884,110.0,7.0,52.0,9.0,7.0,68.0
872,DANIEL YOO,0.3333333333333333,12.0,0.3333333333333333,0.0,0.0,L,M,KOR,1986.0,185.0,93.375,9.0,0.5570117955439057,104.0,12.0,46.0,4.0,7.0,66.0
874,DANIELA CIOBANU,0.3125,27.0,0.3333333333333333,5.0,0.2,R,F,MDA,1995.0,172.13719297606002,61.61363636363636,0.0,0.18771186440677967,196.0,2.0,10.0,1.0,2.0,16.0
877,DANIELA HANTUCHOVA,0.5,54.0,0.5,0.0,0.0,R,F,SVK,1983.0,181.0,82.72222222222223,6.0,0.5272626626072516,380.0,10.0,43.0,6.0,8.0,63.0
879,DANIELA SEGUEL,0.5672727272727273,223.0,0.5829596412556054,52.0,0.5,U,F,CHI,1992.0,172.13719297606002,67.0338019823314,1.0,0.5533315775612325,2390.0,4.0,40.0,3.0,8.0,53.0
880,DANIELA VISMANE,0.6423841059602649,96.0,0.6145833333333334,55.0,0.6909090909090909,U,F,LAT,2000.0,173.0,60.138888888888886,0.0,0.1251007252215955,433.0,1.0,10.0,1.0,5.0,29.0
882,DANIELE CAPECCHI,0.46153846153846156,12.0,0.5,1.0,0.0,U,M,ITA,1996.0,185.7058823529412,93.0952380952381,3.0,0.5613577023498695,84.0,12.0,44.0,4.0,8.0,62.0
884,DANIELLE ANDREA THOMPSON,0.36363636363636365,11.0,0.36363636363636365,0.0,0.0,U,F,BAH,1995.0,172.13719297606002,63.214285714285715,1.0,0.47641509433962265,78.0,23.0,44.0,1.0,10.0,30.0
886,DANIELLE LAO,0.5314009661835749,185.0,0.5405405405405406,22.0,0.45454545454545453,R,F,USA,1991.0,173.1818181818182,77.35904404873477,1.0,0.5450988194720785,1626.0,8.0,46.0,5.0,7.0,56.0
887,DANIELLE ROSE COLLINS,0.6212765957446809,181.0,0.5966850828729282,54.0,0.7037037037037037,R,F,USA,1993.0,178.0,81.96937047868246,7.0,0.5608178850772926,1730.0,8.0,48.0,5.0,8.0,57.0
888,DANIIAR DULDAEV,0.35714285714285715,14.0,0.35714285714285715,0.0,0.0,R,M,KGZ,1992.0,185.6766904886429,74.07777777777778,6.0,0.5809628008752735,93.0,7.0,49.0,13.0,9.0,73.0
889,DANIIL MEDVEDEV,0.7091412742382271,282.0,0.6914893617021277,79.0,0.7721518987341772,R,M,RUS,1984.0,198.0,98.35887276785715,17.0,0.6512021036814425,1942.0,7.0,51.0,9.0,6.0,69.0
890,DANILO PETROVIC,0.497737556561086,173.0,0.5375722543352601,48.0,0.3541666666666667,R,M,SRB,1992.0,183.0,89.17174447174446,16.0,0.6360885798892751,1280.0,8.0,49.0,12.0,7.0,70.0
891,DANKA KOVINIC,0.509090909090909,231.0,0.5151515151515151,44.0,0.4772727272727273,R,F,MNE,1994.0,169.0,82.98227513227513,7.0,0.5712080894092603,2302.0,10.0,52.0,4.0,8.0,60.0
892,DANNY THOMAS,0.4,15.0,0.4,0.0,0.0,U,M,USA,2000.0,187.53125,81.80555555555556,9.0,0.6050156739811913,107.0,8.0,54.0,11.0,12.0,70.0
893,DANYLO KALENICHENKO,0.3783783783783784,34.0,0.38235294117647056,3.0,0.3333333333333333,U,M,UKR,1994.0,185.25,88.06211180124224,10.0,0.6106719367588933,230.0,7.0,48.0,11.0,8.0,72.0
895,DARIA GAVRILOVA,0.5412371134020618,184.0,0.532608695652174,10.0,0.7,R,F,AUS,1994.0,166.0,102.75425361155698,4.0,0.5615695909813557,1644.0,11.0,44.0,6.0,8.0,62.0
902,DARIA MIRONOVA,0.5766871165644172,113.0,0.5663716814159292,50.0,0.6,R,F,RUS,1993.0,165.3125,59.94927536231884,1.0,0.2514792899408284,617.0,4.0,18.0,2.0,4.0,26.0
906,DARIA SNIGUR,0.6862745098039216,59.0,0.7796610169491526,43.0,0.5581395348837209,U,F,UKR,2002.0,173.75,62.609375,0.0,0.152758983611487,323.0,2.0,13.0,3.0,8.0,47.0
909,DARIAN KING,0.5458715596330275,200.0,0.56,18.0,0.3888888888888889,R,M,BAR,1992.0,185.6766904886429,93.31907308377896,4.0,0.5967431722015643,1581.0,5.0,50.0,9.0,8.0,68.0
913,DARJA VIDMANOVA,0.5211267605633803,14.0,0.42857142857142855,57.0,0.543859649122807,R,F,CZE,2003.0,175.78571428571428,60.16176470588235,0.0,0.19941348973607037,238.0,2.0,18.0,1.0,4.0,26.0
915,DARYA KASATKINA,0.5919117647058824,195.0,0.5794871794871795,77.0,0.6233766233766234,R,F,RUS,1997.0,170.0,94.03080409602148,3.0,0.5519511803436646,2227.0,9.0,44.0,5.0,7.0,60.0
919,DARYA SHVARTSMANN,0.4722222222222222,20.0,0.5,16.0,0.4375,U,F,ISR,2001.0,170.0,60.0,0.0,0.1694915254237288,171.0,7.0,22.0,0.0,0.0,5.0
922,DASHA LOPATETSKAYA,0.625,51.0,0.803921568627451,37.0,0.3783783783783784,U,F,UKR,2003.0,173.75,62.55151515151515,1.0,0.47060828079741013,562.0,9.0,38.0,2.0,5.0,35.0
924,DAVID FERRER,0.539568345323741,139.0,0.539568345323741,0.0,0.0,R,M,ESP,1982.0,175.0,106.92010416666668,5.0,0.6166462437553021,965.0,8.0,51.0,10.0,7.0,68.0
925,DAVID GOFFIN,0.6153846153846154,253.0,0.6442687747035574,46.0,0.45652173913043476,R,M,BEL,1990.0,180.0,107.74891304347827,12.0,0.6292048275271762,1997.0,7.0,50.0,12.0,6.0,69.0
926,DAVID GUEZ,0.417910447761194,67.0,0.417910447761194,0.0,0.0,R,M,FRA,1983.0,185.0,91.73076923076923,4.0,0.5843807953842983,526.0,7.0,47.0,14.0,7.0,68.0
927,DAVID O'HARE,0.26666666666666666,15.0,0.26666666666666666,0.0,0.0,U,M,IRL,1990.0,185.6766904886429,76.5,13.0,0.6018691588785047,102.0,15.0,44.0,10.0,8.0,72.0
928,DAVID PEREZ SANZ,0.20512820512820512,39.0,0.20512820512820512,0.0,0.0,U,M,ESP,1994.0,182.65217391304347,82.42137096774194,12.0,0.5671114599686028,284.0,9.0,43.0,7.0,7.0,70.0
929,DAVID PICHLER,0.45161290322580644,24.0,0.5,7.0,0.2857142857142857,R,M,AUT,1996.0,185.2,85.96218487394958,11.0,0.6100151745068285,168.0,7.0,50.0,13.0,11.0,72.0
930,DAVID POLJAK,0.4444444444444444,40.0,0.45,14.0,0.42857142857142855,U,M,CZE,1996.0,190.375,96.10833333333333,11.0,0.5883554647599591,390.0,8.0,47.0,7.0,8.0,69.0
931,DAVID VEGA HERNANDEZ,0.4489795918367347,46.0,0.45652173913043476,3.0,0.3333333333333333,R,M,ESP,1994.0,182.65217391304347,95.58585858585859,7.0,0.5875,351.0,9.0,47.0,9.0,11.0,68.0
932,DAVIDE GALOPPINI,0.38461538461538464,13.0,0.38461538461538464,0.0,0.0,R,M,ITA,1995.0,185.7058823529412,108.575,2.0,0.5318930041152263,120.0,10.0,43.0,7.0,10.0,68.0
933,DAYANA YASTREMSKA,0.6078431372549019,168.0,0.625,36.0,0.5277777777777778,R,F,UKR,2000.0,175.0,84.8203629032258,8.0,0.5615477145148356,1481.0,11.0,48.0,5.0,9.0,58.0
935,DAYNE KELLY,0.46846846846846846,93.0,0.45161290322580644,18.0,0.5555555555555556,U,M,AUS,1990.0,187.07692307692307,92.34843546284225,11.0,0.6255111462867695,705.0,8.0,49.0,9.0,7.0,69.0
936,DEA HERDZELAS,0.5776699029126213,151.0,0.5231788079470199,55.0,0.7272727272727273,R,F,BIH,1996.0,172.13719297606002,61.13237708876654,3.0,0.49114032580737355,1906.0,13.0,51.0,2.0,5.0,34.0
937,DEAN OBRIEN,0.18181818181818182,11.0,0.18181818181818182,0.0,0.0,U,M,RSA,1990.0,198.0,87.05555555555556,7.0,0.5787401574803149,97.0,9.0,50.0,19.0,9.0,73.0
938,DEBORAH CHIESA,0.5517241379310345,225.0,0.5555555555555556,7.0,0.42857142857142855,R,F,ITA,1996.0,166.83333333333334,63.56009615384615,4.0,0.575781926072444,2067.0,3.0,50.0,2.0,5.0,38.0
941,DEITON BAUGHMAN,0.5384615384615384,13.0,0.5384615384615384,0.0,0.0,U,M,USA,1996.0,187.53125,89.97619047619048,9.0,0.5760755508919203,116.0,9.0,44.0,13.0,10.0,64.0
943,DEJANA RADANOVIC,0.5991735537190083,214.0,0.6121495327102804,28.0,0.5,U,F,SRB,1996.0,176.25,64.73885531461073,4.0,0.5396217235297696,1903.0,6.0,52.0,2.0,6.0,41.0
946,DENIS ISTOMIN,0.47101449275362317,216.0,0.48148148148148145,60.0,0.43333333333333335,R,M,UZB,1986.0,188.0,96.91628029504741,12.0,0.6410989986681793,1557.0,4.0,50.0,10.0,6.0,72.0
947,DENIS KUDLA,0.5545171339563862,243.0,0.5308641975308642,78.0,0.6282051282051282,R,M,USA,1992.0,180.0,94.58782509625206,14.0,0.6274131274131274,2040.0,7.0,51.0,15.0,7.0,70.0
948,DENIS MATSUKEVITCH,0.3870967741935484,31.0,0.3870967741935484,0.0,0.0,R,M,RUS,1986.0,190.0,78.07236842105263,11.0,0.5817641228939544,215.0,9.0,44.0,13.0,9.0,71.0
949,DENIS SHAPOVALOV,0.5787545787545788,205.0,0.5853658536585366,68.0,0.5588235294117647,L,M,CAN,1999.0,185.0,104.79240506329114,17.0,0.6598110837094597,1578.0,11.0,52.0,7.0,7.0,71.0
950,DENIS YEVSEYEV,0.42727272727272725,77.0,0.42857142857142855,33.0,0.42424242424242425,U,M,KAZ,1993.0,188.4,85.20567375886526,5.0,0.5793085246766957,836.0,6.0,47.0,7.0,8.0,67.0
951,DENISA ALLERTOVA,0.5333333333333333,146.0,0.541095890410959,4.0,0.25,R,F,CZE,1993.0,175.78571428571428,72.53571428571428,4.0,0.5634233316352522,1175.0,11.0,46.0,7.0,9.0,63.0
952,DENISA HINDOVA,0.47863247863247865,61.0,0.47540983606557374,56.0,0.48214285714285715,U,F,CZE,2002.0,175.78571428571428,60.049180327868854,2.0,0.17032618352582815,732.0,7.0,13.0,1.0,2.0,14.0
955,DENIZ KHAZANIUK,0.5625,187.0,0.5614973262032086,5.0,0.6,U,F,ISR,1994.0,170.0,68.03571428571428,1.0,0.5072595917794768,1553.0,4.0,35.0,3.0,6.0,42.0
957,DENNIS NEVOLO,0.5476190476190477,42.0,0.5476190476190477,0.0,0.0,R,M,USA,1990.0,187.53125,89.1086956521739,6.0,0.6156101135947234,230.0,8.0,52.0,11.0,9.0,68.0
958,DENNIS NOVAK,0.5281385281385281,172.0,0.5465116279069767,59.0,0.4745762711864407,R,M,AUT,1993.0,185.2,90.40340652729734,9.0,0.6217037946559083,1493.0,6.0,50.0,12.0,7.0,71.0
959,DENNIS NOVIKOV,0.4517766497461929,189.0,0.4603174603174603,8.0,0.25,R,M,USA,1993.0,187.53125,84.7516125676238,18.0,0.636712591678662,1250.0,8.0,51.0,15.0,7.0,73.0
960,DENYS MOLCHANOV,0.5128205128205128,78.0,0.5128205128205128,0.0,0.0,R,M,UKR,1987.0,185.25,75.97565789473684,12.0,0.6064122738001574,429.0,7.0,49.0,8.0,7.0,68.0
961,DERIA NUR HALIZA,0.44,25.0,0.44,0.0,0.0,R,F,INA,1997.0,172.13719297606002,62.60064935064935,0.0,0.690951821386604,271.0,3.0,49.0,2.0,4.0,21.0
962,DESIRAE KRAWCZYK,0.4166666666666667,10.0,0.4,2.0,0.5,L,F,USA,1994.0,170.0,59.17142857142858,2.0,0.39081885856079407,99.0,3.0,20.0,2.0,2.0,21.0
963,DESPINA PAPAMICHAIL,0.6094674556213018,273.0,0.6336996336996337,65.0,0.5076923076923077,R,F,GRE,1993.0,177.0,61.99161518093557,3.0,0.6735478298423666,3512.0,4.0,52.0,2.0,5.0,32.0
964,DESTANEE AIAVA,0.5706806282722513,160.0,0.5875,31.0,0.4838709677419355,R,F,AUS,2000.0,170.85714285714286,67.74681136719624,6.0,0.5807930156420517,1629.0,8.0,51.0,4.0,7.0,55.0
966,DEWI DIJKMAN,0.2727272727272727,43.0,0.27906976744186046,1.0,0.0,U,F,NED,1998.0,177.25,59.96875,5.0,0.22646153846153846,320.0,16.0,27.0,0.0,1.0,5.0
968,DI WU,0.450261780104712,187.0,0.44385026737967914,4.0,0.75,R,M,CHN,1991.0,183.66666666666663,82.16616832779624,7.0,0.5921122087323731,1312.0,6.0,50.0,13.0,7.0,69.0
976,DIANA MARCINKEVICA,0.49508196721311476,255.0,0.5176470588235295,50.0,0.38,R,F,LAT,1992.0,173.0,62.355465726326656,7.0,0.5326061944866308,2596.0,11.0,52.0,3.0,6.0,44.0
977,DIANA MARIA MIHAIL,0.1518987341772152,53.0,0.18867924528301888,26.0,0.07692307692307693,R,F,ROU,2000.0,173.71428571428572,59.85820895522388,0.0,0.11452991452991453,469.0,17.0,16.0,0.0,1.0,9.0
980,DIANA SUMOVA,0.550561797752809,89.0,0.550561797752809,0.0,0.0,U,F,CZE,1994.0,175.78571428571428,60.175,1.0,0.20478943022295623,440.0,3.0,17.0,2.0,3.0,19.0
981,DIANE PARRY,0.5416666666666666,41.0,0.4878048780487805,79.0,0.569620253164557,R,F,FRA,2002.0,173.36363636363637,63.94055944055944,8.0,0.6828461843671472,890.0,6.0,60.0,3.0,7.0,52.0
982,DIEGO HIDALGO,0.29411764705882354,18.0,0.3888888888888889,16.0,0.1875,U,M,ECU,1993.0,193.0,97.32083333333333,9.0,0.5951199338296113,239.0,5.0,48.0,10.0,6.0,70.0
983,DIEGO SCHWARTZMAN,0.594059405940594,226.0,0.584070796460177,77.0,0.6233766233766234,R,M,ARG,1992.0,170.0,104.65379403794037,4.0,0.6061219896466351,2073.0,6.0,51.0,11.0,7.0,66.0
986,DIMITAR KUZMANOV,0.53125,102.0,0.5196078431372549,58.0,0.5517241379310345,R,M,BUL,1993.0,188.0,100.8792156862745,5.0,0.6058776524904554,1073.0,6.0,51.0,8.0,6.0,65.0
989,DINO MARCAN,0.48148148148148145,27.0,0.48148148148148145,0.0,0.0,R,M,CRO,1991.0,194.0,80.62362637362638,3.0,0.5996543778801844,178.0,9.0,49.0,9.0,6.0,67.0
991,DMITRY POPKO,0.5188284518828452,144.0,0.5208333333333334,95.0,0.5157894736842106,R,M,KAZ,1996.0,188.4,103.81882889200561,8.0,0.6019909085678117,1672.0,6.0,50.0,9.0,6.0,68.0
992,DMITRY SURCHENKO,0.25,16.0,0.25,0.0,0.0,U,M,RUS,1990.0,187.26666666666668,88.41666666666666,6.0,0.5181086519114688,113.0,20.0,38.0,8.0,9.0,73.0
993,DMITRY TURSUNOV,0.4074074074074074,27.0,0.4074074074074074,0.0,0.0,R,M,RUS,1983.0,185.0,85.76136363636363,8.0,0.6173913043478261,171.0,7.0,51.0,23.0,9.0,73.0
998,DOMINIC STEPHAN STRICKER,0.6111111111111112,0.0,0.0,18.0,0.6111111111111112,U,M,SUI,2003.0,182.83333333333331,99.87012987012987,23.0,0.6692857142857143,99.0,5.0,50.0,14.0,5.0,73.0
999,DOMINIC THIEM,0.6904761904761905,288.0,0.6979166666666666,48.0,0.6458333333333334,R,M,AUT,1993.0,185.0,112.50679708222812,12.0,0.6609373252302301,1961.0,6.0,53.0,10.0,5.0,69.0
1000,DOMINIK KELLOVSKY,0.2916666666666667,24.0,0.2916666666666667,0.0,0.0,U,M,CZE,1996.0,190.375,90.23109243697479,11.0,0.5688657407407407,204.0,12.0,42.0,8.0,7.0,73.0
1001,DOMINIK KOEPFER,0.5510204081632653,177.0,0.559322033898305,68.0,0.5294117647058824,L,M,GER,1994.0,180.0,98.93282828282828,8.0,0.612170947458169,1752.0,8.0,51.0,9.0,6.0,68.0
1002,DOMINIKA CIBULKOVA,0.6171428571428571,175.0,0.6171428571428571,0.0,0.0,R,F,SVK,1989.0,161.0,105.39420950801548,2.0,0.5777112232030265,1386.0,7.0,47.0,11.0,9.0,63.0
1004,DOMINIQUE SCHAEFER,0.5277777777777778,69.0,0.5217391304347826,3.0,0.6666666666666666,R,F,PER,1999.0,172.13719297606002,59.934210526315795,5.0,0.22275374376039933,150.0,1.0,25.0,2.0,5.0,29.0
1005,DONA ABO HABAGA,0.5833333333333334,12.0,0.5833333333333334,0.0,0.0,U,F,EGY,1996.0,180.0,63.94285714285715,1.0,0.5208613728129206,101.0,27.0,41.0,0.0,4.0,13.0
1006,DONALD YOUNG,0.47761194029850745,178.0,0.4943820224719101,23.0,0.34782608695652173,L,M,USA,1989.0,183.0,92.25580357142857,8.0,0.601533867245826,1483.0,11.0,49.0,12.0,8.0,70.0
1007,DONNA VEKIC,0.5555555555555556,238.0,0.5714285714285714,41.0,0.4634146341463415,R,F,CRO,1996.0,179.0,90.69677419354838,8.0,0.5689601494396015,1959.0,12.0,46.0,7.0,8.0,63.0
1014,DRAGINJA VUKOVIC,0.46956521739130436,101.0,0.49504950495049505,14.0,0.2857142857142857,R,F,SRB,2000.0,176.25,60.15573770491803,0.0,0.15028332101502834,427.0,2.0,13.0,1.0,3.0,16.0
1015,DRAGOS CONSTANTIN IGNAT,0.45454545454545453,11.0,0.45454545454545453,0.0,0.0,R,M,ROU,1993.0,186.8,92.76666666666667,6.0,0.5674300254452926,100.0,9.0,43.0,9.0,6.0,67.0
1016,DRAGOS DIMA,0.4426229508196721,60.0,0.45,1.0,0.0,R,M,ROU,1992.0,186.8,96.50653594771242,3.0,0.5637614678899082,512.0,4.0,44.0,7.0,7.0,66.0
1017,DUCK HEE LEE,0.48068669527896996,223.0,0.48878923766816146,10.0,0.3,R,M,KOR,1998.0,185.0,91.37522136953955,7.0,0.595724062746048,1600.0,8.0,50.0,12.0,8.0,69.0
1018,DUDI SELA,0.5757575757575758,190.0,0.5947368421052631,8.0,0.125,R,M,ISR,1985.0,175.0,88.00720551378447,6.0,0.6118641597434776,1297.0,7.0,51.0,9.0,7.0,66.0
1019,DUJE AJDUKOVIC,0.6153846153846154,0.0,0.0,52.0,0.6153846153846154,R,M,CRO,2001.0,194.0,103.3,8.0,0.5982005141388175,404.0,6.0,49.0,6.0,6.0,64.0
1021,DUSAN LAJOVIC,0.5209790209790209,224.0,0.5491071428571429,62.0,0.41935483870967744,R,M,SRB,1990.0,180.0,103.14265419095673,7.0,0.6313797877249654,1829.0,3.0,53.0,9.0,6.0,71.0
1022,DUSTIN BROWN,0.5068493150684932,195.0,0.5282051282051282,24.0,0.3333333333333333,R,M,GER,1984.0,196.0,82.2474974974975,16.0,0.6373271061613077,1409.0,10.0,49.0,12.0,6.0,72.0
1024,DZMITRY ZHYRMONT,0.46551724137931033,58.0,0.46551724137931033,0.0,0.0,U,M,BLR,1989.0,194.5,94.06033452807647,11.0,0.6175992570234502,399.0,6.0,50.0,12.0,7.0,70.0
1027,EDAN LESHEM,0.4608695652173913,97.0,0.44329896907216493,18.0,0.5555555555555556,U,M,ISR,1997.0,181.5,89.02008520998174,10.0,0.6099421357180431,736.0,9.0,50.0,12.0,7.0,70.0
1029,EDEN SILVA,0.5,148.0,0.5,22.0,0.5,R,F,GBR,1996.0,177.71428571428572,63.58235294117647,1.0,0.5851657940663176,1109.0,4.0,49.0,3.0,5.0,36.0
1030,EDOARDO EREMIN,0.5189873417721519,78.0,0.5256410256410257,1.0,0.0,R,M,ITA,1993.0,185.7058823529412,100.74293966623877,16.0,0.6295283663704716,500.0,9.0,51.0,6.0,6.0,67.0
1031,EDOUARD ROGER VASSELIN,0.48148148148148145,27.0,0.48148148148148145,0.0,0.0,R,M,FRA,1984.0,188.0,92.40384615384616,10.0,0.6378220709771512,173.0,3.0,49.0,13.0,5.0,74.0
1032,EDUARD ESTEVE LOBATO,0.4090909090909091,8.0,0.125,14.0,0.5714285714285714,R,M,ESP,1995.0,182.65217391304347,102.39316239316238,3.0,0.591321243523316,130.0,4.0,48.0,6.0,6.0,68.0
