,ratio,num_matches_2016-2019,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,birth,ht,minutes,perc_ace,serv_won_tot_seve,bpFaced,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon,rank,hand_num,gender_num,ioc_num
808,0.6036585365853658,236.0,0.5720338983050848,92.0,0.6847826086956522,1994.0,193.0,99.53080808080809,13.49,0.6345953595312225,1994.0,6.82,49.49,9.43,6.86,67.88,154.0,1,1,10
809,0.5454545454545454,11.0,0.5454545454545454,0.0,0.0,1996.0,187.26666666666668,87.06666666666666,8.66,0.5787234042553191,76.0,17.32,45.06,6.98,6.73,63.59,603.0,2,1,73
810,0.4285714285714285,28.0,0.4285714285714285,0.0,0.0,1996.0,172.13786827469158,62.4375,2.22,0.2712623097582811,175.0,4.63,17.45,2.33,2.11,22.22,840.0,1,0,72
811,0.5986394557823129,109.0,0.7064220183486238,38.0,0.2894736842105263,1996.0,177.25,64.36748844375964,5.63,0.4920496412643009,826.0,13.65,43.85,2.84,6.24,42.19,328.0,1,0,58
812,0.5641025641025641,122.0,0.5737704918032787,34.0,0.5294117647058824,1999.0,172.13786827469158,60.20588235294117,1.03,0.1579711547768851,612.0,4.09,14.73,1.42,3.26,17.09,762.0,1,0,0
813,0.4895833333333333,166.0,0.5180722891566265,26.0,0.3076923076923077,1997.0,165.0,60.47546678245767,2.22,0.4149771826138999,1553.0,2.25,32.23,1.19,2.82,19.93,636.0,2,0,69
814,0.6190476190476191,52.0,0.6153846153846154,74.0,0.6216216216216216,1996.0,172.13786827469158,60.8036858974359,10.31,0.6798444253506555,462.0,16.81,70.7,1.36,3.72,21.3,626.0,2,0,12
815,0.375,66.0,0.3939393939393939,6.0,0.1666666666666666,1998.0,173.1818181818182,63.029629629629625,7.3,0.5263807249951165,802.0,14.02,40.07,4.04,5.67,43.01,710.0,2,0,90
816,0.4166666666666667,143.0,0.4125874125874126,13.0,0.4615384615384615,1990.0,182.65217391304347,104.92087912087912,15.88,0.6025155645481427,1220.0,9.36,47.46,7.36,6.74,70.54,283.0,1,1,26
817,0.5333333333333333,15.0,0.5333333333333333,0.0,0.0,1998.0,173.71428571428572,64.07142857142857,3.09,0.3194174757281553,119.0,9.26,30.0,0.63,1.75,9.52,1072.0,2,0,71
